Emotions,Path
happy,RAVDESS/Actor_03/RAVDESS-03-Happy-2-dup0.wav
happy,RAVDESS/Actor_03/RAVDESS-03-Happy-2-dup1.wav
happy,RAVDESS/Actor_03/RAVDESS-03-Happy-2-dup2.wav
happy,RAVDESS/Actor_03/RAVDESS-03-Happy-2-dup3.wav
neutral,RAVDESS/Actor_03/RAVDESS-03-Neutral-1-dup0.wav
neutral,RAVDESS/Actor_03/RAVDESS-03-Neutral-1-dup1.wav
neutral,RAVDESS/Actor_03/RAVDESS-03-Neutral-1-dup2.wav
neutral,RAVDESS/Actor_03/RAVDESS-03-Neutral-1-dup3.wav
sad,RAVDESS/Actor_03/RAVDESS-03-Sad-1-dup0.wav
sad,RAVDESS/Actor_03/RAVDESS-03-Sad-1-dup1.wav
sad,RAVDESS/Actor_03/RAVDESS-03-Sad-1-dup2.wav
sad,RAVDESS/Actor_03/RAVDESS-03-Sad-1-dup3.wav
sad,RAVDESS/Actor_03/RAVDESS-03-Sad-2-dup0.wav
sad,RAVDESS/Actor_03/RAVDESS-03-Sad-2-dup1.wav
sad,RAVDESS/Actor_03/RAVDESS-03-Sad-2-dup2.wav
sad,RAVDESS/Actor_03/RAVDESS-03-Sad-2-dup3.wav
angry,RAVDESS/Actor_04/RAVDESS-04-Angry-1-dup0.wav
angry,RAVDESS/Actor_04/RAVDESS-04-Angry-1-dup1.wav
angry,RAVDESS/Actor_04/RAVDESS-04-Angry-1-dup2.wav
angry,RAVDESS/Actor_04/RAVDESS-04-Angry-1-dup3.wav
angry,RAVDESS/Actor_04/RAVDESS-04-Angry-2-dup0.wav
angry,RAVDESS/Actor_04/RAVDESS-04-Angry-2-dup1.wav
angry,RAVDESS/Actor_04/RAVDESS-04-Angry-2-dup2.wav
angry,RAVDESS/Actor_04/RAVDESS-04-Angry-2-dup3.wav
happy,RAVDESS/Actor_04/RAVDESS-04-Happy-1-dup0.wav
happy,RAVDESS/Actor_04/RAVDESS-04-Happy-1-dup1.wav
happy,RAVDESS/Actor_04/RAVDESS-04-Happy-1-dup2.wav
happy,RAVDESS/Actor_04/RAVDESS-04-Happy-1-dup3.wav
happy,RAVDESS/Actor_04/RAVDESS-04-Happy-2-dup0.wav
happy,RAVDESS/Actor_04/RAVDESS-04-Happy-2-dup1.wav
happy,RAVDESS/Actor_04/RAVDESS-04-Happy-2-dup2.wav
happy,RAVDESS/Actor_04/RAVDESS-04-Happy-2-dup3.wav
neutral,RAVDESS/Actor_04/RAVDESS-04-Neutral-1-dup0.wav
neutral,RAVDESS/Actor_04/RAVDESS-04-Neutral-1-dup1.wav
neutral,RAVDESS/Actor_04/RAVDESS-04-Neutral-1-dup2.wav
neutral,RAVDESS/Actor_04/RAVDESS-04-Neutral-1-dup3.wav
sad,RAVDESS/Actor_04/RAVDESS-04-Sad-1-dup0.wav
sad,RAVDESS/Actor_04/RAVDESS-04-Sad-1-dup1.wav
sad,RAVDESS/Actor_04/RAVDESS-04-Sad-1-dup2.wav
sad,RAVDESS/Actor_04/RAVDESS-04-Sad-1-dup3.wav
sad,RAVDESS/Actor_04/RAVDESS-04-Sad-2-dup0.wav
sad,RAVDESS/Actor_04/RAVDESS-04-Sad-2-dup1.wav
sad,RAVDESS/Actor_04/RAVDESS-04-Sad-2-dup2.wav
sad,RAVDESS/Actor_04/RAVDESS-04-Sad-2-dup3.wav
angry,RAVDESS/Actor_05/RAVDESS-05-Angry-1-dup0.wav
angry,RAVDESS/Actor_05/RAVDESS-05-Angry-1-dup1.wav
angry,RAVDESS/Actor_05/RAVDESS-05-Angry-1-dup2.wav
angry,RAVDESS/Actor_05/RAVDESS-05-Angry-1-dup3.wav
angry,RAVDESS/Actor_05/RAVDESS-05-Angry-2-dup0.wav
angry,RAVDESS/Actor_05/RAVDESS-05-Angry-2-dup1.wav
angry,RAVDESS/Actor_05/RAVDESS-05-Angry-2-dup2.wav
angry,RAVDESS/Actor_05/RAVDESS-05-Angry-2-dup3.wav
happy,RAVDESS/Actor_05/RAVDESS-05-Happy-1-dup0.wav
happy,RAVDESS/Actor_05/RAVDESS-05-Happy-1-dup1.wav
happy,RAVDESS/Actor_05/RAVDESS-05-Happy-1-dup2.wav
happy,RAVDESS/Actor_05/RAVDESS-05-Happy-1-dup3.wav
happy,RAVDESS/Actor_05/RAVDESS-05-Happy-2-dup0.wav
happy,RAVDESS/Actor_05/RAVDESS-05-Happy-2-dup1.wav
happy,RAVDESS/Actor_05/RAVDESS-05-Happy-2-dup2.wav
happy,RAVDESS/Actor_05/RAVDESS-05-Happy-2-dup3.wav
neutral,RAVDESS/Actor_05/RAVDESS-05-Neutral-1-dup0.wav
neutral,RAVDESS/Actor_05/RAVDESS-05-Neutral-1-dup1.wav
neutral,RAVDESS/Actor_05/RAVDESS-05-Neutral-1-dup2.wav
neutral,RAVDESS/Actor_05/RAVDESS-05-Neutral-1-dup3.wav
sad,RAVDESS/Actor_05/RAVDESS-05-Sad-1-dup0.wav
sad,RAVDESS/Actor_05/RAVDESS-05-Sad-1-dup1.wav
sad,RAVDESS/Actor_05/RAVDESS-05-Sad-1-dup2.wav
sad,RAVDESS/Actor_05/RAVDESS-05-Sad-1-dup3.wav
sad,RAVDESS/Actor_05/RAVDESS-05-Sad-2-dup0.wav
sad,RAVDESS/Actor_05/RAVDESS-05-Sad-2-dup1.wav
sad,RAVDESS/Actor_05/RAVDESS-05-Sad-2-dup2.wav
sad,RAVDESS/Actor_05/RAVDESS-05-Sad-2-dup3.wav
angry,RAVDESS/Actor_06/RAVDESS-06-Angry-1-dup0.wav
angry,RAVDESS/Actor_06/RAVDESS-06-Angry-1-dup1.wav
angry,RAVDESS/Actor_06/RAVDESS-06-Angry-1-dup2.wav
angry,RAVDESS/Actor_06/RAVDESS-06-Angry-1-dup3.wav
angry,RAVDESS/Actor_06/RAVDESS-06-Angry-2-dup0.wav
angry,RAVDESS/Actor_06/RAVDESS-06-Angry-2-dup1.wav
angry,RAVDESS/Actor_06/RAVDESS-06-Angry-2-dup2.wav
angry,RAVDESS/Actor_06/RAVDESS-06-Angry-2-dup3.wav
happy,RAVDESS/Actor_06/RAVDESS-06-Happy-1-dup0.wav
happy,RAVDESS/Actor_06/RAVDESS-06-Happy-1-dup1.wav
happy,RAVDESS/Actor_06/RAVDESS-06-Happy-1-dup2.wav
happy,RAVDESS/Actor_06/RAVDESS-06-Happy-1-dup3.wav
happy,RAVDESS/Actor_06/RAVDESS-06-Happy-2-dup0.wav
happy,RAVDESS/Actor_06/RAVDESS-06-Happy-2-dup1.wav
happy,RAVDESS/Actor_06/RAVDESS-06-Happy-2-dup2.wav
happy,RAVDESS/Actor_06/RAVDESS-06-Happy-2-dup3.wav
neutral,RAVDESS/Actor_06/RAVDESS-06-Neutral-1-dup0.wav
neutral,RAVDESS/Actor_06/RAVDESS-06-Neutral-1-dup1.wav
neutral,RAVDESS/Actor_06/RAVDESS-06-Neutral-1-dup2.wav
neutral,RAVDESS/Actor_06/RAVDESS-06-Neutral-1-dup3.wav
sad,RAVDESS/Actor_06/RAVDESS-06-Sad-1-dup0.wav
sad,RAVDESS/Actor_06/RAVDESS-06-Sad-1-dup1.wav
sad,RAVDESS/Actor_06/RAVDESS-06-Sad-1-dup2.wav
sad,RAVDESS/Actor_06/RAVDESS-06-Sad-1-dup3.wav
sad,RAVDESS/Actor_06/RAVDESS-06-Sad-2-dup0.wav
sad,RAVDESS/Actor_06/RAVDESS-06-Sad-2-dup1.wav
sad,RAVDESS/Actor_06/RAVDESS-06-Sad-2-dup2.wav
sad,RAVDESS/Actor_06/RAVDESS-06-Sad-2-dup3.wav
angry,RAVDESS/Actor_07/RAVDESS-07-Angry-1-dup0.wav
angry,RAVDESS/Actor_07/RAVDESS-07-Angry-1-dup1.wav
angry,RAVDESS/Actor_07/RAVDESS-07-Angry-1-dup2.wav
angry,RAVDESS/Actor_07/RAVDESS-07-Angry-1-dup3.wav
angry,RAVDESS/Actor_07/RAVDESS-07-Angry-2-dup0.wav
angry,RAVDESS/Actor_07/RAVDESS-07-Angry-2-dup1.wav
angry,RAVDESS/Actor_07/RAVDESS-07-Angry-2-dup2.wav
angry,RAVDESS/Actor_07/RAVDESS-07-Angry-2-dup3.wav
happy,RAVDESS/Actor_07/RAVDESS-07-Happy-1-dup0.wav
happy,RAVDESS/Actor_07/RAVDESS-07-Happy-1-dup1.wav
happy,RAVDESS/Actor_07/RAVDESS-07-Happy-1-dup2.wav
happy,RAVDESS/Actor_07/RAVDESS-07-Happy-1-dup3.wav
happy,RAVDESS/Actor_07/RAVDESS-07-Happy-2-dup0.wav
happy,RAVDESS/Actor_07/RAVDESS-07-Happy-2-dup1.wav
happy,RAVDESS/Actor_07/RAVDESS-07-Happy-2-dup2.wav
happy,RAVDESS/Actor_07/RAVDESS-07-Happy-2-dup3.wav
neutral,RAVDESS/Actor_07/RAVDESS-07-Neutral-1-dup0.wav
neutral,RAVDESS/Actor_07/RAVDESS-07-Neutral-1-dup1.wav
neutral,RAVDESS/Actor_07/RAVDESS-07-Neutral-1-dup2.wav
neutral,RAVDESS/Actor_07/RAVDESS-07-Neutral-1-dup3.wav
sad,RAVDESS/Actor_07/RAVDESS-07-Sad-1-dup0.wav
sad,RAVDESS/Actor_07/RAVDESS-07-Sad-1-dup1.wav
sad,RAVDESS/Actor_07/RAVDESS-07-Sad-1-dup2.wav
sad,RAVDESS/Actor_07/RAVDESS-07-Sad-1-dup3.wav
sad,RAVDESS/Actor_07/RAVDESS-07-Sad-2-dup0.wav
sad,RAVDESS/Actor_07/RAVDESS-07-Sad-2-dup1.wav
sad,RAVDESS/Actor_07/RAVDESS-07-Sad-2-dup2.wav
sad,RAVDESS/Actor_07/RAVDESS-07-Sad-2-dup3.wav
angry,RAVDESS/Actor_08/RAVDESS-08-Angry-1-dup0.wav
angry,RAVDESS/Actor_08/RAVDESS-08-Angry-1-dup1.wav
angry,RAVDESS/Actor_08/RAVDESS-08-Angry-1-dup2.wav
angry,RAVDESS/Actor_08/RAVDESS-08-Angry-1-dup3.wav
angry,RAVDESS/Actor_08/RAVDESS-08-Angry-2-dup0.wav
angry,RAVDESS/Actor_08/RAVDESS-08-Angry-2-dup1.wav
angry,RAVDESS/Actor_08/RAVDESS-08-Angry-2-dup2.wav
angry,RAVDESS/Actor_08/RAVDESS-08-Angry-2-dup3.wav
happy,RAVDESS/Actor_08/RAVDESS-08-Happy-1-dup0.wav
happy,RAVDESS/Actor_08/RAVDESS-08-Happy-1-dup1.wav
happy,RAVDESS/Actor_08/RAVDESS-08-Happy-1-dup2.wav
happy,RAVDESS/Actor_08/RAVDESS-08-Happy-1-dup3.wav
happy,RAVDESS/Actor_08/RAVDESS-08-Happy-2-dup0.wav
happy,RAVDESS/Actor_08/RAVDESS-08-Happy-2-dup1.wav
happy,RAVDESS/Actor_08/RAVDESS-08-Happy-2-dup2.wav
happy,RAVDESS/Actor_08/RAVDESS-08-Happy-2-dup3.wav
neutral,RAVDESS/Actor_08/RAVDESS-08-Neutral-1-dup0.wav
neutral,RAVDESS/Actor_08/RAVDESS-08-Neutral-1-dup1.wav
neutral,RAVDESS/Actor_08/RAVDESS-08-Neutral-1-dup2.wav
neutral,RAVDESS/Actor_08/RAVDESS-08-Neutral-1-dup3.wav
sad,RAVDESS/Actor_08/RAVDESS-08-Sad-1-dup0.wav
sad,RAVDESS/Actor_08/RAVDESS-08-Sad-1-dup1.wav
sad,RAVDESS/Actor_08/RAVDESS-08-Sad-1-dup2.wav
sad,RAVDESS/Actor_08/RAVDESS-08-Sad-1-dup3.wav
sad,RAVDESS/Actor_08/RAVDESS-08-Sad-2-dup0.wav
sad,RAVDESS/Actor_08/RAVDESS-08-Sad-2-dup1.wav
sad,RAVDESS/Actor_08/RAVDESS-08-Sad-2-dup2.wav
sad,RAVDESS/Actor_08/RAVDESS-08-Sad-2-dup3.wav
angry,RAVDESS/Actor_09/RAVDESS-09-Angry-1-dup0.wav
angry,RAVDESS/Actor_09/RAVDESS-09-Angry-1-dup1.wav
angry,RAVDESS/Actor_09/RAVDESS-09-Angry-1-dup2.wav
angry,RAVDESS/Actor_09/RAVDESS-09-Angry-1-dup3.wav
angry,RAVDESS/Actor_09/RAVDESS-09-Angry-2-dup0.wav
angry,RAVDESS/Actor_09/RAVDESS-09-Angry-2-dup1.wav
angry,RAVDESS/Actor_09/RAVDESS-09-Angry-2-dup2.wav
angry,RAVDESS/Actor_09/RAVDESS-09-Angry-2-dup3.wav
happy,RAVDESS/Actor_09/RAVDESS-09-Happy-1-dup0.wav
happy,RAVDESS/Actor_09/RAVDESS-09-Happy-1-dup1.wav
happy,RAVDESS/Actor_09/RAVDESS-09-Happy-1-dup2.wav
happy,RAVDESS/Actor_09/RAVDESS-09-Happy-1-dup3.wav
happy,RAVDESS/Actor_09/RAVDESS-09-Happy-2-dup0.wav
happy,RAVDESS/Actor_09/RAVDESS-09-Happy-2-dup1.wav
happy,RAVDESS/Actor_09/RAVDESS-09-Happy-2-dup2.wav
happy,RAVDESS/Actor_09/RAVDESS-09-Happy-2-dup3.wav
neutral,RAVDESS/Actor_09/RAVDESS-09-Neutral-1-dup0.wav
neutral,RAVDESS/Actor_09/RAVDESS-09-Neutral-1-dup1.wav
neutral,RAVDESS/Actor_09/RAVDESS-09-Neutral-1-dup2.wav
neutral,RAVDESS/Actor_09/RAVDESS-09-Neutral-1-dup3.wav
sad,RAVDESS/Actor_09/RAVDESS-09-Sad-1-dup0.wav
sad,RAVDESS/Actor_09/RAVDESS-09-Sad-1-dup1.wav
sad,RAVDESS/Actor_09/RAVDESS-09-Sad-1-dup2.wav
sad,RAVDESS/Actor_09/RAVDESS-09-Sad-1-dup3.wav
sad,RAVDESS/Actor_09/RAVDESS-09-Sad-2-dup0.wav
sad,RAVDESS/Actor_09/RAVDESS-09-Sad-2-dup1.wav
sad,RAVDESS/Actor_09/RAVDESS-09-Sad-2-dup2.wav
sad,RAVDESS/Actor_09/RAVDESS-09-Sad-2-dup3.wav
angry,RAVDESS/Actor_10/RAVDESS-10-Angry-1-dup0.wav
angry,RAVDESS/Actor_10/RAVDESS-10-Angry-1-dup1.wav
angry,RAVDESS/Actor_10/RAVDESS-10-Angry-1-dup2.wav
angry,RAVDESS/Actor_10/RAVDESS-10-Angry-1-dup3.wav
angry,RAVDESS/Actor_10/RAVDESS-10-Angry-2-dup0.wav
angry,RAVDESS/Actor_10/RAVDESS-10-Angry-2-dup1.wav
angry,RAVDESS/Actor_10/RAVDESS-10-Angry-2-dup2.wav
angry,RAVDESS/Actor_10/RAVDESS-10-Angry-2-dup3.wav
happy,RAVDESS/Actor_10/RAVDESS-10-Happy-1-dup0.wav
happy,RAVDESS/Actor_10/RAVDESS-10-Happy-1-dup1.wav
happy,RAVDESS/Actor_10/RAVDESS-10-Happy-1-dup2.wav
happy,RAVDESS/Actor_10/RAVDESS-10-Happy-1-dup3.wav
happy,RAVDESS/Actor_10/RAVDESS-10-Happy-2-dup0.wav
happy,RAVDESS/Actor_10/RAVDESS-10-Happy-2-dup1.wav
happy,RAVDESS/Actor_10/RAVDESS-10-Happy-2-dup2.wav
happy,RAVDESS/Actor_10/RAVDESS-10-Happy-2-dup3.wav
neutral,RAVDESS/Actor_10/RAVDESS-10-Neutral-1-dup0.wav
neutral,RAVDESS/Actor_10/RAVDESS-10-Neutral-1-dup1.wav
neutral,RAVDESS/Actor_10/RAVDESS-10-Neutral-1-dup2.wav
neutral,RAVDESS/Actor_10/RAVDESS-10-Neutral-1-dup3.wav
sad,RAVDESS/Actor_10/RAVDESS-10-Sad-1-dup0.wav
sad,RAVDESS/Actor_10/RAVDESS-10-Sad-1-dup1.wav
sad,RAVDESS/Actor_10/RAVDESS-10-Sad-1-dup2.wav
sad,RAVDESS/Actor_10/RAVDESS-10-Sad-1-dup3.wav
sad,RAVDESS/Actor_10/RAVDESS-10-Sad-2-dup0.wav
sad,RAVDESS/Actor_10/RAVDESS-10-Sad-2-dup1.wav
sad,RAVDESS/Actor_10/RAVDESS-10-Sad-2-dup2.wav
sad,RAVDESS/Actor_10/RAVDESS-10-Sad-2-dup3.wav
angry,RAVDESS/Actor_11/RAVDESS-11-Angry-1-dup0.wav
angry,RAVDESS/Actor_11/RAVDESS-11-Angry-1-dup1.wav
angry,RAVDESS/Actor_11/RAVDESS-11-Angry-1-dup2.wav
angry,RAVDESS/Actor_11/RAVDESS-11-Angry-1-dup3.wav
angry,RAVDESS/Actor_11/RAVDESS-11-Angry-2-dup0.wav
angry,RAVDESS/Actor_11/RAVDESS-11-Angry-2-dup1.wav
angry,RAVDESS/Actor_11/RAVDESS-11-Angry-2-dup2.wav
angry,RAVDESS/Actor_11/RAVDESS-11-Angry-2-dup3.wav
happy,RAVDESS/Actor_11/RAVDESS-11-Happy-1-dup0.wav
happy,RAVDESS/Actor_11/RAVDESS-11-Happy-1-dup1.wav
happy,RAVDESS/Actor_11/RAVDESS-11-Happy-1-dup2.wav
happy,RAVDESS/Actor_11/RAVDESS-11-Happy-1-dup3.wav
happy,RAVDESS/Actor_11/RAVDESS-11-Happy-2-dup0.wav
happy,RAVDESS/Actor_11/RAVDESS-11-Happy-2-dup1.wav
happy,RAVDESS/Actor_11/RAVDESS-11-Happy-2-dup2.wav
happy,RAVDESS/Actor_11/RAVDESS-11-Happy-2-dup3.wav
neutral,RAVDESS/Actor_11/RAVDESS-11-Neutral-1-dup0.wav
neutral,RAVDESS/Actor_11/RAVDESS-11-Neutral-1-dup1.wav
neutral,RAVDESS/Actor_11/RAVDESS-11-Neutral-1-dup2.wav
neutral,RAVDESS/Actor_11/RAVDESS-11-Neutral-1-dup3.wav
sad,RAVDESS/Actor_11/RAVDESS-11-Sad-1-dup0.wav
sad,RAVDESS/Actor_11/RAVDESS-11-Sad-1-dup1.wav
sad,RAVDESS/Actor_11/RAVDESS-11-Sad-1-dup2.wav
sad,RAVDESS/Actor_11/RAVDESS-11-Sad-1-dup3.wav
sad,RAVDESS/Actor_11/RAVDESS-11-Sad-2-dup0.wav
sad,RAVDESS/Actor_11/RAVDESS-11-Sad-2-dup1.wav
sad,RAVDESS/Actor_11/RAVDESS-11-Sad-2-dup2.wav
sad,RAVDESS/Actor_11/RAVDESS-11-Sad-2-dup3.wav
angry,RAVDESS/Actor_12/RAVDESS-12-Angry-1-dup0.wav
angry,RAVDESS/Actor_12/RAVDESS-12-Angry-1-dup1.wav
angry,RAVDESS/Actor_12/RAVDESS-12-Angry-1-dup2.wav
angry,RAVDESS/Actor_12/RAVDESS-12-Angry-1-dup3.wav
angry,RAVDESS/Actor_12/RAVDESS-12-Angry-2-dup0.wav
angry,RAVDESS/Actor_12/RAVDESS-12-Angry-2-dup1.wav
angry,RAVDESS/Actor_12/RAVDESS-12-Angry-2-dup2.wav
angry,RAVDESS/Actor_12/RAVDESS-12-Angry-2-dup3.wav
happy,RAVDESS/Actor_12/RAVDESS-12-Happy-1-dup0.wav
happy,RAVDESS/Actor_12/RAVDESS-12-Happy-1-dup1.wav
happy,RAVDESS/Actor_12/RAVDESS-12-Happy-1-dup2.wav
happy,RAVDESS/Actor_12/RAVDESS-12-Happy-1-dup3.wav
happy,RAVDESS/Actor_12/RAVDESS-12-Happy-2-dup0.wav
happy,RAVDESS/Actor_12/RAVDESS-12-Happy-2-dup1.wav
happy,RAVDESS/Actor_12/RAVDESS-12-Happy-2-dup2.wav
happy,RAVDESS/Actor_12/RAVDESS-12-Happy-2-dup3.wav
neutral,RAVDESS/Actor_12/RAVDESS-12-Neutral-1-dup0.wav
neutral,RAVDESS/Actor_12/RAVDESS-12-Neutral-1-dup1.wav
neutral,RAVDESS/Actor_12/RAVDESS-12-Neutral-1-dup2.wav
neutral,RAVDESS/Actor_12/RAVDESS-12-Neutral-1-dup3.wav
sad,RAVDESS/Actor_12/RAVDESS-12-Sad-1-dup0.wav
sad,RAVDESS/Actor_12/RAVDESS-12-Sad-1-dup1.wav
sad,RAVDESS/Actor_12/RAVDESS-12-Sad-1-dup2.wav
sad,RAVDESS/Actor_12/RAVDESS-12-Sad-1-dup3.wav
sad,RAVDESS/Actor_12/RAVDESS-12-Sad-2-dup0.wav
sad,RAVDESS/Actor_12/RAVDESS-12-Sad-2-dup1.wav
sad,RAVDESS/Actor_12/RAVDESS-12-Sad-2-dup2.wav
sad,RAVDESS/Actor_12/RAVDESS-12-Sad-2-dup3.wav
angry,RAVDESS/Actor_13/RAVDESS-13-Angry-1-dup0.wav
angry,RAVDESS/Actor_13/RAVDESS-13-Angry-1-dup1.wav
angry,RAVDESS/Actor_13/RAVDESS-13-Angry-1-dup2.wav
angry,RAVDESS/Actor_13/RAVDESS-13-Angry-1-dup3.wav
angry,RAVDESS/Actor_13/RAVDESS-13-Angry-2-dup0.wav
angry,RAVDESS/Actor_13/RAVDESS-13-Angry-2-dup1.wav
angry,RAVDESS/Actor_13/RAVDESS-13-Angry-2-dup2.wav
angry,RAVDESS/Actor_13/RAVDESS-13-Angry-2-dup3.wav
happy,RAVDESS/Actor_13/RAVDESS-13-Happy-1-dup0.wav
happy,RAVDESS/Actor_13/RAVDESS-13-Happy-1-dup1.wav
happy,RAVDESS/Actor_13/RAVDESS-13-Happy-1-dup2.wav
happy,RAVDESS/Actor_13/RAVDESS-13-Happy-1-dup3.wav
happy,RAVDESS/Actor_13/RAVDESS-13-Happy-2-dup0.wav
happy,RAVDESS/Actor_13/RAVDESS-13-Happy-2-dup1.wav
happy,RAVDESS/Actor_13/RAVDESS-13-Happy-2-dup2.wav
happy,RAVDESS/Actor_13/RAVDESS-13-Happy-2-dup3.wav
neutral,RAVDESS/Actor_13/RAVDESS-13-Neutral-1-dup0.wav
neutral,RAVDESS/Actor_13/RAVDESS-13-Neutral-1-dup1.wav
neutral,RAVDESS/Actor_13/RAVDESS-13-Neutral-1-dup2.wav
neutral,RAVDESS/Actor_13/RAVDESS-13-Neutral-1-dup3.wav
sad,RAVDESS/Actor_13/RAVDESS-13-Sad-1-dup0.wav
sad,RAVDESS/Actor_13/RAVDESS-13-Sad-1-dup1.wav
sad,RAVDESS/Actor_13/RAVDESS-13-Sad-1-dup2.wav
sad,RAVDESS/Actor_13/RAVDESS-13-Sad-1-dup3.wav
sad,RAVDESS/Actor_13/RAVDESS-13-Sad-2-dup0.wav
sad,RAVDESS/Actor_13/RAVDESS-13-Sad-2-dup1.wav
sad,RAVDESS/Actor_13/RAVDESS-13-Sad-2-dup2.wav
sad,RAVDESS/Actor_13/RAVDESS-13-Sad-2-dup3.wav
angry,RAVDESS/Actor_14/RAVDESS-14-Angry-1-dup0.wav
